ensemble,case,b,n,s,time_h,eke_25_90N_area_mass_weighted_m2_s-2
standard,BCwave_b1n6,1.0,6,0,120.0,0.0051863038868629
standard,BCwave_b1n6,1.0,6,0,121.0,0.0053638878194402
standard,BCwave_b1n6,1.0,6,0,122.0,0.0055467480463639
standard,BCwave_b1n6,1.0,6,0,123.0,0.005739011673795
standard,BCwave_b1n6,1.0,6,0,124.0,0.0059413257202529
standard,BCwave_b1n6,1.0,6,0,125.0,0.0061473768055188
standard,BCwave_b1n6,1.0,6,0,126.0,0.0063551286895286
standard,BCwave_b1n6,1.0,6,0,127.0,0.0065732554162101
standard,BCwave_b1n6,1.0,6,0,128.0,0.0068048363501028
standard,BCwave_b1n6,1.0,6,0,129.0,0.0070430811662714
standard,BCwave_b1n6,1.0,6,0,130.0,0.0072893698316977
standard,BCwave_b1n6,1.0,6,0,131.0,0.007547124932719
standard,BCwave_b1n6,1.0,6,0,132.0,0.0078197242467347
standard,BCwave_b1n6,1.0,6,0,133.0,0.0081089633858851
standard,BCwave_b1n6,1.0,6,0,134.0,0.0084101414902987
standard,BCwave_b1n6,1.0,6,0,135.0,0.0087214988138997
standard,BCwave_b1n6,1.0,6,0,136.0,0.0090434834778961
standard,BCwave_b1n6,1.0,6,0,137.0,0.0093769666119096
standard,BCwave_b1n6,1.0,6,0,138.0,0.0097243020339651
standard,BCwave_b1n6,1.0,6,0,139.0,0.0100883258965468
standard,BCwave_b1n6,1.0,6,0,140.0,0.0104698953983044
standard,BCwave_b1n6,1.0,6,0,141.0,0.0108652914722081
standard,BCwave_b1n6,1.0,6,0,142.0,0.0112795885216536
standard,BCwave_b1n6,1.0,6,0,143.0,0.0117155466421035
standard,BCwave_b1n6,1.0,6,0,144.0,0.0121614305528048
standard,BCwave_b1n6,1.0,6,0,145.0,0.0126242172190172
standard,BCwave_b1n6,1.0,6,0,146.0,0.0131163883699651
standard,BCwave_b1n6,1.0,6,0,147.0,0.0136371448601033
standard,BCwave_b1n6,1.0,6,0,148.0,0.0141660687914072
standard,BCwave_b1n6,1.0,6,0,149.0,0.0147015265477412
standard,BCwave_b1n6,1.0,6,0,150.0,0.0152706347429203
standard,BCwave_b1n6,1.0,6,0,151.0,0.0158718442327108
standard,BCwave_b1n6,1.0,6,0,152.0,0.0164986774131951
standard,BCwave_b1n6,1.0,6,0,153.0,0.0171546151086571
standard,BCwave_b1n6,1.0,6,0,154.0,0.0178302045360767
standard,BCwave_b1n6,1.0,6,0,155.0,0.0185237581053459
standard,BCwave_b1n6,1.0,6,0,156.0,0.0192530774836645
standard,BCwave_b1n6,1.0,6,0,157.0,0.0200232137116106
standard,BCwave_b1n6,1.0,6,0,158.0,0.0208206353157665
standard,BCwave_b1n6,1.0,6,0,159.0,0.0216419537505766
standard,BCwave_b1n6,1.0,6,0,160.0,0.0224991818041698
standard,BCwave_b1n6,1.0,6,0,161.0,0.023399615822857
standard,BCwave_b1n6,1.0,6,0,162.0,0.0243411859491185
standard,BCwave_b1n6,1.0,6,0,163.0,0.0253229513454777
standard,BCwave_b1n6,1.0,6,0,164.0,0.0263485870216848
standard,BCwave_b1n6,1.0,6,0,165.0,0.0274183763583633
standard,BCwave_b1n6,1.0,6,0,166.0,0.0285281948855568
standard,BCwave_b1n6,1.0,6,0,167.0,0.0296817483146248
standard,BCwave_b1n6,1.0,6,0,168.0,0.0308834635691898
standard,BCwave_b1n6,1.0,6,0,169.0,0.0321355647618896
standard,BCwave_b1n6,1.0,6,0,170.0,0.033444524687498
standard,BCwave_b1n6,1.0,6,0,171.0,0.0348121325501746
standard,BCwave_b1n6,1.0,6,0,172.0,0.0362350397243997
standard,BCwave_b1n6,1.0,6,0,173.0,0.037712933549168
standard,BCwave_b1n6,1.0,6,0,174.0,0.0392506789518898
standard,BCwave_b1n6,1.0,6,0,175.0,0.0408554603333073
standard,BCwave_b1n6,1.0,6,0,176.0,0.0425289288495413
standard,BCwave_b1n6,1.0,6,0,177.0,0.0442695555523701
standard,BCwave_b1n6,1.0,6,0,178.0,0.0460840162876063
standard,BCwave_b1n6,1.0,6,0,179.0,0.0479775778016889
standard,BCwave_b1n6,1.0,6,0,180.0,0.0499436231127536
standard,BCwave_b1n6,1.0,6,0,181.0,0.0519848728658375
standard,BCwave_b1n6,1.0,6,0,182.0,0.0541121082866499
standard,BCwave_b1n6,1.0,6,0,183.0,0.0563261156138204
standard,BCwave_b1n6,1.0,6,0,184.0,0.058634169943984
standard,BCwave_b1n6,1.0,6,0,185.0,0.0610382388016
standard,BCwave_b1n6,1.0,6,0,186.0,0.0635333271252137
standard,BCwave_b1n6,1.0,6,0,187.0,0.0661324355843529
standard,BCwave_b1n6,1.0,6,0,188.0,0.0688436575093039
standard,BCwave_b1n6,1.0,6,0,189.0,0.0716595282096268
standard,BCwave_b1n6,1.0,6,0,190.0,0.0745854890743187
standard,BCwave_b1n6,1.0,6,0,191.0,0.0776265937268271
standard,BCwave_b1n6,1.0,6,0,192.0,0.080782247707372
standard,BCwave_b1n6,1.0,6,0,193.0,0.0840664243729821
standard,BCwave_b1n6,1.0,6,0,194.0,0.0874924953641962
standard,BCwave_b1n6,1.0,6,0,195.0,0.0910554388443942
standard,BCwave_b1n6,1.0,6,0,196.0,0.094751272440126
standard,BCwave_b1n6,1.0,6,0,197.0,0.0985892117052438
standard,BCwave_b1n6,1.0,6,0,198.0,0.1025789689655458
standard,BCwave_b1n6,1.0,6,0,199.0,0.106724474594473
standard,BCwave_b1n6,1.0,6,0,200.0,0.1110325596396794
standard,BCwave_b1n6,1.0,6,0,201.0,0.1155097156410754
standard,BCwave_b1n6,1.0,6,0,202.0,0.120155341764822
standard,BCwave_b1n6,1.0,6,0,203.0,0.1249688586372576
standard,BCwave_b1n6,1.0,6,0,204.0,0.1299580781012706
standard,BCwave_b1n6,1.0,6,0,205.0,0.1351314270099592
standard,BCwave_b1n6,1.0,6,0,206.0,0.1404985540927502
standard,BCwave_b1n6,1.0,6,0,207.0,0.1460729772038374
standard,BCwave_b1n6,1.0,6,0,208.0,0.1518612148932506
standard,BCwave_b1n6,1.0,6,0,209.0,0.1578612908169551
standard,BCwave_b1n6,1.0,6,0,210.0,0.1640705240530709
standard,BCwave_b1n6,1.0,6,0,211.0,0.1704919570993983
standard,BCwave_b1n6,1.0,6,0,212.0,0.1771334659638809
standard,BCwave_b1n6,1.0,6,0,213.0,0.1840048035116926
standard,BCwave_b1n6,1.0,6,0,214.0,0.1911175235882777
standard,BCwave_b1n6,1.0,6,0,215.0,0.1984815950692289
standard,BCwave_b1n6,1.0,6,0,216.0,0.2061008737411084
standard,BCwave_b1n6,1.0,6,0,217.0,0.2139775505705911
standard,BCwave_b1n6,1.0,6,0,218.0,0.2221228956076326
standard,BCwave_b1n6,1.0,6,0,219.0,0.2305510992115374
standard,BCwave_b1n6,1.0,6,0,220.0,0.2392652434654353
standard,BCwave_b1n6,1.0,6,0,221.0,0.2482604028215937
standard,BCwave_b1n6,1.0,6,0,222.0,0.2575358584105574
standard,BCwave_b1n6,1.0,6,0,223.0,0.2671022361511479
standard,BCwave_b1n6,1.0,6,0,224.0,0.2769679755794113
standard,BCwave_b1n6,1.0,6,0,225.0,0.2871433228475474
standard,BCwave_b1n6,1.0,6,0,226.0,0.2976229083276649
standard,BCwave_b1n6,1.0,6,0,227.0,0.3083944675206719
standard,BCwave_b1n6,1.0,6,0,228.0,0.3194776922629732
standard,BCwave_b1n6,1.0,6,0,229.0,0.330891064709824
standard,BCwave_b1n6,1.0,6,0,230.0,0.3426334019342458
standard,BCwave_b1n6,1.0,6,0,231.0,0.3547343304864756
standard,BCwave_b1n6,1.0,6,0,232.0,0.367195627986699
standard,BCwave_b1n6,1.0,6,0,233.0,0.3800042707486949
standard,BCwave_b1n6,1.0,6,0,234.0,0.3931754035134661
standard,BCwave_b1n6,1.0,6,0,235.0,0.4067376939008469
standard,BCwave_b1n6,1.0,6,0,236.0,0.4206684393974058
standard,BCwave_b1n6,1.0,6,0,237.0,0.434962207621022
standard,BCwave_b1n6,1.0,6,0,238.0,0.4496208728992585
standard,BCwave_b1n6,1.0,6,0,239.0,0.4646037015583382
standard,BCwave_b1n6,1.0,6,0,240.0,0.479941370569575
standard,BCwave_b1n6,1.0,6,0,241.0,0.495688329533259
standard,BCwave_b1n6,1.0,6,0,242.0,0.5117982630899699
standard,BCwave_b1n6,1.0,6,0,243.0,0.5282661613960961
standard,BCwave_b1n6,1.0,6,0,244.0,0.5451778704999255
standard,BCwave_b1n6,1.0,6,0,245.0,0.5624969086567727
standard,BCwave_b1n6,1.0,6,0,246.0,0.5801397554703872
standard,BCwave_b1n6,1.0,6,0,247.0,0.5981662971095068
standard,BCwave_b1n6,1.0,6,0,248.0,0.6165829383024941
standard,BCwave_b1n6,1.0,6,0,249.0,0.6353118832409447
standard,BCwave_b1n6,1.0,6,0,250.0,0.6543886323466582
standard,BCwave_b1n6,1.0,6,0,251.0,0.6739199293867105
standard,BCwave_b1n6,1.0,6,0,252.0,0.6938526737822368
standard,BCwave_b1n6,1.0,6,0,253.0,0.7141614765596911
standard,BCwave_b1n6,1.0,6,0,254.0,0.7348548661463593
standard,BCwave_b1n6,1.0,6,0,255.0,0.7559913589628638
standard,BCwave_b1n6,1.0,6,0,256.0,0.7775005203795547
standard,BCwave_b1n6,1.0,6,0,257.0,0.7994536002629179
standard,BCwave_b1n6,1.0,6,0,258.0,0.8219242031065612
standard,BCwave_b1n6,1.0,6,0,259.0,0.8447246780373125
standard,BCwave_b1n6,1.0,6,0,260.0,0.8678043144031333
standard,BCwave_b1n6,1.0,6,0,261.0,0.891184201045339
standard,BCwave_b1n6,1.0,6,0,262.0,0.9149702724540688
standard,BCwave_b1n6,1.0,6,0,263.0,0.939202699519974
standard,BCwave_b1n6,1.0,6,0,264.0,0.9637815179714824
standard,BCwave_b1n6,1.0,6,0,265.0,0.9886652652968656
standard,BCwave_b1n6,1.0,6,0,266.0,1.0139918796186418
standard,BCwave_b1n6,1.0,6,0,267.0,1.0399088380938697
standard,BCwave_b1n6,1.0,6,0,268.0,1.0663509722970863
standard,BCwave_b1n6,1.0,6,0,269.0,1.093210937838797
standard,BCwave_b1n6,1.0,6,0,270.0,1.120123969378817
standard,BCwave_b1n6,1.0,6,0,271.0,1.1470939919123715
standard,BCwave_b1n6,1.0,6,0,272.0,1.1746458442415686
standard,BCwave_b1n6,1.0,6,0,273.0,1.2027920189599617
standard,BCwave_b1n6,1.0,6,0,274.0,1.231408381380266
standard,BCwave_b1n6,1.0,6,0,275.0,1.2604021935399428
standard,BCwave_b1n6,1.0,6,0,276.0,1.2896917812212354
standard,BCwave_b1n6,1.0,6,0,277.0,1.3192035721150974
standard,BCwave_b1n6,1.0,6,0,278.0,1.3490263982118906
standard,BCwave_b1n6,1.0,6,0,279.0,1.3793380957032968
standard,BCwave_b1n6,1.0,6,0,280.0,1.409985940570327
standard,BCwave_b1n6,1.0,6,0,281.0,1.440893829787545
standard,BCwave_b1n6,1.0,6,0,282.0,1.4721409714462454
standard,BCwave_b1n6,1.0,6,0,283.0,1.503543652177573
standard,BCwave_b1n6,1.0,6,0,284.0,1.5351894093416434
standard,BCwave_b1n6,1.0,6,0,285.0,1.567161328015939
standard,BCwave_b1n6,1.0,6,0,286.0,1.5996358491686515
standard,BCwave_b1n6,1.0,6,0,287.0,1.632608907711549
standard,BCwave_b1n6,1.0,6,0,288.0,1.665800094183324
standard,BCwave_b1n6,1.0,6,0,289.0,1.6992717569858382
standard,BCwave_b1n6,1.0,6,0,290.0,1.7326721973807704
standard,BCwave_b1n6,1.0,6,0,291.0,1.7662595718323857
standard,BCwave_b1n6,1.0,6,0,292.0,1.8002172424564924
standard,BCwave_b1n6,1.0,6,0,293.0,1.834494791200192
standard,BCwave_b1n6,1.0,6,0,294.0,1.868909779899251
standard,BCwave_b1n6,1.0,6,0,295.0,1.9033456184992932
standard,BCwave_b1n6,1.0,6,0,296.0,1.937868727597943
standard,BCwave_b1n6,1.0,6,0,297.0,1.9726555137830413
standard,BCwave_b1n6,1.0,6,0,298.0,2.007446817936635
standard,BCwave_b1n6,1.0,6,0,299.0,2.042281762007361
standard,BCwave_b1n6,1.0,6,0,300.0,2.077279623278126
standard,BCwave_b1n6,1.0,6,0,301.0,2.1128151378624422
standard,BCwave_b1n6,1.0,6,0,302.0,2.148662737049353
standard,BCwave_b1n6,1.0,6,0,303.0,2.1843081448687154
standard,BCwave_b1n6,1.0,6,0,304.0,2.219818217319072
standard,BCwave_b1n6,1.0,6,0,305.0,2.255060196014599
standard,BCwave_b1n6,1.0,6,0,306.0,2.2903665093241083
standard,BCwave_b1n6,1.0,6,0,307.0,2.325740194937111
standard,BCwave_b1n6,1.0,6,0,308.0,2.360931625927853
standard,BCwave_b1n6,1.0,6,0,309.0,2.396054247457383
standard,BCwave_b1n6,1.0,6,0,310.0,2.431252215021485
standard,BCwave_b1n6,1.0,6,0,311.0,2.4661913479258413
standard,BCwave_b1n6,1.0,6,0,312.0,2.500976890834274
standard,BCwave_b1n6,1.0,6,0,313.0,2.535564297783995
standard,BCwave_b1n6,1.0,6,0,314.0,2.569834721164992
standard,BCwave_b1n6,1.0,6,0,315.0,2.6039312531194967
standard,BCwave_b1n6,1.0,6,0,316.0,2.6379432261758544
standard,BCwave_b1n6,1.0,6,0,317.0,2.671624350717171
standard,BCwave_b1n6,1.0,6,0,318.0,2.704909516362985
standard,BCwave_b1n6,1.0,6,0,319.0,2.738115673609481
standard,BCwave_b1n6,1.0,6,0,320.0,2.771321356893521
standard,BCwave_b1n6,1.0,6,0,321.0,2.804211868509209
standard,BCwave_b1n6,1.0,6,0,322.0,2.8368391412066742
standard,BCwave_b1n6,1.0,6,0,323.0,2.869504355040023
standard,BCwave_b1n6,1.0,6,0,324.0,2.902178816318389
standard,BCwave_b1n6,1.0,6,0,325.0,2.9347055833393063
standard,BCwave_b1n6,1.0,6,0,326.0,2.966933209858552
standard,BCwave_b1n6,1.0,6,0,327.0,2.9989949823453554
standard,BCwave_b1n6,1.0,6,0,328.0,3.0310020969938085
standard,BCwave_b1n6,1.0,6,0,329.0,3.063071160925438
standard,BCwave_b1n6,1.0,6,0,330.0,3.094949506716204
standard,BCwave_b1n6,1.0,6,0,331.0,3.1267286614628587
standard,BCwave_b1n6,1.0,6,0,332.0,3.1584688577268216
standard,BCwave_b1n6,1.0,6,0,333.0,3.1902977064227187
standard,BCwave_b1n6,1.0,6,0,334.0,3.222196341798009
standard,BCwave_b1n6,1.0,6,0,335.0,3.25409302555931
standard,BCwave_b1n6,1.0,6,0,336.0,3.286079103801067
standard,BCwave_b1n6,1.0,6,0,337.0,3.3180707788743646
standard,BCwave_b1n6,1.0,6,0,338.0,3.350207245497403
standard,BCwave_b1n6,1.0,6,0,339.0,3.3824427201654497
standard,BCwave_b1n6,1.0,6,0,340.0,3.414953006082896
standard,BCwave_b1n6,1.0,6,0,341.0,3.4475643576633743
standard,BCwave_b1n6,1.0,6,0,342.0,3.4802000409054044
standard,BCwave_b1n6,1.0,6,0,343.0,3.513016738525432
standard,BCwave_b1n6,1.0,6,0,344.0,3.5460388073199605
standard,BCwave_b1n6,1.0,6,0,345.0,3.579092757140852
standard,BCwave_b1n6,1.0,6,0,346.0,3.612421700569896
standard,BCwave_b1n6,1.0,6,0,347.0,3.646196755300074
standard,BCwave_b1n6,1.0,6,0,348.0,3.680174637168772
standard,BCwave_b1n6,1.0,6,0,349.0,3.713979937962036
standard,BCwave_b1n6,1.0,6,0,350.0,3.748185450334082
standard,BCwave_b1n6,1.0,6,0,351.0,3.782911666945765
standard,BCwave_b1n6,1.0,6,0,352.0,3.8177966596689408
standard,BCwave_b1n6,1.0,6,0,353.0,3.852688911400983
standard,BCwave_b1n6,1.0,6,0,354.0,3.887948330681377
standard,BCwave_b1n6,1.0,6,0,355.0,3.923663999328338
standard,BCwave_b1n6,1.0,6,0,356.0,3.9597463693628288
standard,BCwave_b1n6,1.0,6,0,357.0,3.996335597800356
standard,BCwave_b1n6,1.0,6,0,358.0,4.033278375092914
standard,BCwave_b1n6,1.0,6,0,359.0,4.070753134362629
standard,BCwave_b1n6,1.0,6,0,360.0,4.1091151608214
standard,BCwave_b1n6s5,1.0,6,5,1.0,0.0014496453533354
standard,BCwave_b1n6s5,1.0,6,5,2.0,0.001411382434015
standard,BCwave_b1n6s5,1.0,6,5,3.0,0.0012647631119189
standard,BCwave_b1n6s5,1.0,6,5,4.0,0.0011758327290421
standard,BCwave_b1n6s5,1.0,6,5,5.0,0.0011233520973094
standard,BCwave_b1n6s5,1.0,6,5,6.0,0.0010813169083008
standard,BCwave_b1n6s5,1.0,6,5,7.0,0.0010493381408246
standard,BCwave_b1n6s5,1.0,6,5,8.0,0.0010156632008514
standard,BCwave_b1n6s5,1.0,6,5,9.0,0.0009788209995328
standard,BCwave_b1n6s5,1.0,6,5,10.0,0.000955148707171
standard,BCwave_b1n6s5,1.0,6,5,11.0,0.0009414454054151
standard,BCwave_b1n6s5,1.0,6,5,12.0,0.0009361810569486
standard,BCwave_b1n6s5,1.0,6,5,13.0,0.0009333451703219
standard,BCwave_b1n6s5,1.0,6,5,14.0,0.0009318653590599
standard,BCwave_b1n6s5,1.0,6,5,15.0,0.0009310496475512
standard,BCwave_b1n6s5,1.0,6,5,16.0,0.0009319664248717
standard,BCwave_b1n6s5,1.0,6,5,17.0,0.0009332203679882
standard,BCwave_b1n6s5,1.0,6,5,18.0,0.0009350922417558
standard,BCwave_b1n6s5,1.0,6,5,19.0,0.0009377949313216
standard,BCwave_b1n6s5,1.0,6,5,20.0,0.0009413297328872
standard,BCwave_b1n6s5,1.0,6,5,21.0,0.0009462978423433
standard,BCwave_b1n6s5,1.0,6,5,22.0,0.0009526970101665
standard,BCwave_b1n6s5,1.0,6,5,23.0,0.000961261699021
standard,BCwave_b1n6s5,1.0,6,5,24.0,0.0009713885393404
standard,BCwave_b1n6s5,1.0,6,5,25.0,0.0009849561282325
standard,BCwave_b1n6s5,1.0,6,5,26.0,0.001007767092685
standard,BCwave_b1n6s5,1.0,6,5,27.0,0.0010313738566294
standard,BCwave_b1n6s5,1.0,6,5,28.0,0.0010558039413369
standard,BCwave_b1n6s5,1.0,6,5,29.0,0.0010830689147239
standard,BCwave_b1n6s5,1.0,6,5,30.0,0.0011053523610485
standard,BCwave_b1n6s5,1.0,6,5,31.0,0.0011176667387707
standard,BCwave_b1n6s5,1.0,6,5,32.0,0.0011305390302204
standard,BCwave_b1n6s5,1.0,6,5,33.0,0.0011441767457718
standard,BCwave_b1n6s5,1.0,6,5,34.0,0.0011547366396234
standard,BCwave_b1n6s5,1.0,6,5,35.0,0.0011715985603484
standard,BCwave_b1n6s5,1.0,6,5,36.0,0.0010981870953281
standard,BCwave_b1n6s5,1.0,6,5,37.0,0.0012788667521704
standard,BCwave_b1n6s5,1.0,6,5,38.0,0.001182083635594
standard,BCwave_b1n6s5,1.0,6,5,39.0,0.0011545607548839
standard,BCwave_b1n6s5,1.0,6,5,40.0,0.0011470019724055
standard,BCwave_b1n6s5,1.0,6,5,41.0,0.0011388354322398
standard,BCwave_b1n6s5,1.0,6,5,42.0,0.0011385385462198
standard,BCwave_b1n6s5,1.0,6,5,43.0,0.0011512784008331
standard,BCwave_b1n6s5,1.0,6,5,44.0,0.001168611445054
standard,BCwave_b1n6s5,1.0,6,5,45.0,0.0011814920130181
standard,BCwave_b1n6s5,1.0,6,5,46.0,0.0011889883281317
standard,BCwave_b1n6s5,1.0,6,5,47.0,0.001199430262932
standard,BCwave_b1n6s5,1.0,6,5,48.0,0.0012097355541711
standard,BCwave_b1n6s5,1.0,6,5,49.0,0.0012160834039913
standard,BCwave_b1n6s5,1.0,6,5,50.0,0.0012225431829096
standard,BCwave_b1n6s5,1.0,6,5,51.0,0.0012347514076174
standard,BCwave_b1n6s5,1.0,6,5,52.0,0.0012515650410661
standard,BCwave_b1n6s5,1.0,6,5,53.0,0.0012696091708801
standard,BCwave_b1n6s5,1.0,6,5,54.0,0.0012870883513831
standard,BCwave_b1n6s5,1.0,6,5,55.0,0.0013042455214637
standard,BCwave_b1n6s5,1.0,6,5,56.0,0.0013213098710086
standard,BCwave_b1n6s5,1.0,6,5,57.0,0.0013390510442121
standard,BCwave_b1n6s5,1.0,6,5,58.0,0.0013595278822573
standard,BCwave_b1n6s5,1.0,6,5,59.0,0.0013825166647503
standard,BCwave_b1n6s5,1.0,6,5,60.0,0.0014062086486618
standard,BCwave_b1n6s5,1.0,6,5,61.0,0.0014336240132247
standard,BCwave_b1n6s5,1.0,6,5,62.0,0.00146702738221
standard,BCwave_b1n6s5,1.0,6,5,63.0,0.0015023812667369
standard,BCwave_b1n6s5,1.0,6,5,64.0,0.0015360977498222
standard,BCwave_b1n6s5,1.0,6,5,65.0,0.0015682600369252
standard,BCwave_b1n6s5,1.0,6,5,66.0,0.0016015236170516
standard,BCwave_b1n6s5,1.0,6,5,67.0,0.001630782926215
standard,BCwave_b1n6s5,1.0,6,5,68.0,0.0016485560998614
standard,BCwave_b1n6s5,1.0,6,5,69.0,0.0016704262357436
standard,BCwave_b1n6s5,1.0,6,5,70.0,0.001715690521005
standard,BCwave_b1n6s5,1.0,6,5,71.0,0.0017350581278305
standard,BCwave_b1n6s5,1.0,6,5,72.0,0.0017531608307881
standard,BCwave_b1n6s5,1.0,6,5,73.0,0.00179965963221
standard,BCwave_b1n6s5,1.0,6,5,74.0,0.0018821584013214
standard,BCwave_b1n6s5,1.0,6,5,75.0,0.0018855463237874
standard,BCwave_b1n6s5,1.0,6,5,76.0,0.00191586968588
standard,BCwave_b1n6s5,1.0,6,5,77.0,0.0019650517744245
standard,BCwave_b1n6s5,1.0,6,5,78.0,0.0020142579127318
standard,BCwave_b1n6s5,1.0,6,5,79.0,0.0020613777989409
standard,BCwave_b1n6s5,1.0,6,5,80.0,0.0021014924295496
standard,BCwave_b1n6s5,1.0,6,5,81.0,0.0021385302964749
standard,BCwave_b1n6s5,1.0,6,5,82.0,0.0021834088264692
standard,BCwave_b1n6s5,1.0,6,5,83.0,0.0022363050604116
standard,BCwave_b1n6s5,1.0,6,5,84.0,0.002290246853868
standard,BCwave_b1n6s5,1.0,6,5,85.0,0.0023450532416918
standard,BCwave_b1n6s5,1.0,6,5,86.0,0.0024059391091412
standard,BCwave_b1n6s5,1.0,6,5,87.0,0.0024742757359015
standard,BCwave_b1n6s5,1.0,6,5,88.0,0.0025463392628637
standard,BCwave_b1n6s5,1.0,6,5,89.0,0.0026186966652496
standard,BCwave_b1n6s5,1.0,6,5,90.0,0.0026924229774872
standard,BCwave_b1n6s5,1.0,6,5,91.0,0.0027696906926157
standard,BCwave_b1n6s5,1.0,6,5,92.0,0.0028518026143295
standard,BCwave_b1n6s5,1.0,6,5,93.0,0.0029371357428042
standard,BCwave_b1n6s5,1.0,6,5,94.0,0.0030190492899371
standard,BCwave_b1n6s5,1.0,6,5,95.0,0.0031005820433642
standard,BCwave_b1n6s5,1.0,6,5,96.0,0.0031913143108955
standard,BCwave_b1n6s5,1.0,6,5,97.0,0.0032902617864993
standard,BCwave_b1n6s5,1.0,6,5,98.0,0.0033942540441248
standard,BCwave_b1n6s5,1.0,6,5,99.0,0.0035027872763189
standard,BCwave_b1n6s5,1.0,6,5,100.0,0.0036138802829995
standard,BCwave_b1n6s5,1.0,6,5,101.0,0.0037283490197493
standard,BCwave_b1n6s5,1.0,6,5,102.0,0.0038459057479448
standard,BCwave_b1n6s5,1.0,6,5,103.0,0.0039663642970871
standard,BCwave_b1n6s5,1.0,6,5,104.0,0.0040860522320904
standard,BCwave_b1n6s5,1.0,6,5,105.0,0.0042101008455281
standard,BCwave_b1n6s5,1.0,6,5,106.0,0.0043603785999242
standard,BCwave_b1n6s5,1.0,6,5,107.0,0.0045188131808602
standard,BCwave_b1n6s5,1.0,6,5,108.0,0.0046676961728319
standard,BCwave_b1n6s5,1.0,6,5,109.0,0.0048215219887269
standard,BCwave_b1n6s5,1.0,6,5,110.0,0.0049946534891147
standard,BCwave_b1n6s5,1.0,6,5,111.0,0.0051703279873917
standard,BCwave_b1n6s5,1.0,6,5,112.0,0.0053390878256941
standard,BCwave_b1n6s5,1.0,6,5,113.0,0.0055298067972839
standard,BCwave_b1n6s5,1.0,6,5,114.0,0.0057311753420631
standard,BCwave_b1n6s5,1.0,6,5,115.0,0.0059451041650218
standard,BCwave_b1n6s5,1.0,6,5,116.0,0.0061753192074037
standard,BCwave_b1n6s5,1.0,6,5,117.0,0.0064019622880074
standard,BCwave_b1n6s5,1.0,6,5,118.0,0.0066235639944743
standard,BCwave_b1n6s5,1.0,6,5,119.0,0.0068597464420229
standard,BCwave_b1n6s5,1.0,6,5,120.0,0.0071173017249216
standard,BCwave_b1n6s5,1.0,6,5,121.0,0.0073875134201844
standard,BCwave_b1n6s5,1.0,6,5,122.0,0.007667057897602
standard,BCwave_b1n6s5,1.0,6,5,123.0,0.0079624993453138
standard,BCwave_b1n6s5,1.0,6,5,124.0,0.0082755031444406
standard,BCwave_b1n6s5,1.0,6,5,125.0,0.00859717155429
standard,BCwave_b1n6s5,1.0,6,5,126.0,0.0089238755593266
standard,BCwave_b1n6s5,1.0,6,5,127.0,0.009266424921891
standard,BCwave_b1n6s5,1.0,6,5,128.0,0.0096302714079331
standard,BCwave_b1n6s5,1.0,6,5,129.0,0.0100084000006482
standard,BCwave_b1n6s5,1.0,6,5,130.0,0.0104001983405542
standard,BCwave_b1n6s5,1.0,6,5,131.0,0.0108107462137011
standard,BCwave_b1n6s5,1.0,6,5,132.0,0.0112449108171673
standard,BCwave_b1n6s5,1.0,6,5,133.0,0.0117039447160559
standard,BCwave_b1n6s5,1.0,6,5,134.0,0.012182987990271
standard,BCwave_b1n6s5,1.0,6,5,135.0,0.0126804977735826
standard,BCwave_b1n6s5,1.0,6,5,136.0,0.0131987168378358
standard,BCwave_b1n6s5,1.0,6,5,137.0,0.013737893594162
standard,BCwave_b1n6s5,1.0,6,5,138.0,0.0143007053183036
standard,BCwave_b1n6s5,1.0,6,5,139.0,0.0148910299264331
standard,BCwave_b1n6s5,1.0,6,5,140.0,0.0155079894555909
standard,BCwave_b1n6s5,1.0,6,5,141.0,0.0161530447540104
standard,BCwave_b1n6s5,1.0,6,5,142.0,0.0168361096851293
standard,BCwave_b1n6s5,1.0,6,5,143.0,0.0175516427137925
standard,BCwave_b1n6s5,1.0,6,5,144.0,0.0182847755160323
standard,BCwave_b1n6s5,1.0,6,5,145.0,0.0190510894914865
standard,BCwave_b1n6s5,1.0,6,5,146.0,0.019860736350566
standard,BCwave_b1n6s5,1.0,6,5,147.0,0.0207140887783418
standard,BCwave_b1n6s5,1.0,6,5,148.0,0.0215903285804247
standard,BCwave_b1n6s5,1.0,6,5,149.0,0.0224951621375957
standard,BCwave_b1n6s5,1.0,6,5,150.0,0.0234556334095931
standard,BCwave_b1n6s5,1.0,6,5,151.0,0.0244680897757989
standard,BCwave_b1n6s5,1.0,6,5,152.0,0.0255238919354609
standard,BCwave_b1n6s5,1.0,6,5,153.0,0.0266253991009714
standard,BCwave_b1n6s5,1.0,6,5,154.0,0.0277682930290209
standard,BCwave_b1n6s5,1.0,6,5,155.0,0.0289545750978802
standard,BCwave_b1n6s5,1.0,6,5,156.0,0.0302020543757407
standard,BCwave_b1n6s5,1.0,6,5,157.0,0.0315162679112239
standard,BCwave_b1n6s5,1.0,6,5,158.0,0.0328835292549129
standard,BCwave_b1n6s5,1.0,6,5,159.0,0.0343013673966598
standard,BCwave_b1n6s5,1.0,6,5,160.0,0.0357854738112613
standard,BCwave_b1n6s5,1.0,6,5,161.0,0.0373452200380207
standard,BCwave_b1n6s5,1.0,6,5,162.0,0.0389764544588397
